cleanup_id,zone,state,country,gps,cleanup_type,cleanup_date,group_name,adults,children,people,pounds,number_of_bags,cigarette_butts,food_wrappers_candy_chips_etc,take_out_away_containers_plastic,take_out_away_containers_foam,bottle_caps_plastic,bottle_caps_metal,lids_plastic,straws_stirrers,forks_knives_spoons,beverage_bottles_plastic,beverage_bottles_glass,beverage_cans,grocery_bags_plastic,other_plastic_bags,paper_bags,cups_plates_paper,cups_plates_plastic,cups_plates_foam,fishing_buoys_pots_traps,fishing_net_pieces,fishing_line_1_yard_meter_1_piece,rope_1_yard_meter_1_piece,x6_pack_holders,other_plastic_foam_packaging,other_plastic_bottles_oil_bleach_etc,strapping_bands,tobacco_packaging_wrap,beverages_sachets,appliances_refrigerators_washers_etc,balloons,cigar_tips,cigarette_lighters,construction_materials,fireworks,tires,toys,e_cigarettes,other_tobacco_packaging_lighter_etc,condoms,diapers,syringes,tampons_tampon_applicators,gloves_masks_ppe,foam_dock_pieces,electronic_waste_phones_batteries,cotton_bud_sticks_swabs,clothing_shoes
143861,"San Diego County, CA, USA","California, USA",United States,"32.821920234, -117.205087523",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5,NA,50,75,10,15,25,10,20,20,10,20,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
143882,"San Diego County, CA, USA","California, USA",United States,"32.730622138, -117.148683454",beach,2020-09-26,I Love A Clean San Diego,3,1,4,5,NA,3,3,NA,NA,5,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
143952,"San Diego County, CA, USA","California, USA",United States,"32.628793938, -117.104471218",beach,2020-09-26,I Love A Clean San Diego,2,0,2,5,NA,50,20,2,NA,30,50,20,20,20,2,20,4,NA,NA,5,10,NA,NA,NA,NA,1,1,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
143956,"San Diego County, CA, USA","California, USA",United States,"32.764785344, -117.214648792",beach,2020-09-26,I Love A Clean San Diego,5,2,7,5,NA,150,15,3,4,50,50,10,25,12,10,15,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,1,NA,1,2,NA,NA,NA,NA
143957,"San Diego County, CA, USA","California, USA",United States,"32.802730327, -117.241234099",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5,NA,24,15,10,1,5,4,2,NA,4,1,1,9,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
143991,"San Diego County, CA, USA","California, USA",United States,"32.805466056, -117.256198457",beach,2020-09-26,I Love A Clean San Diego,4,0,4,5,NA,150,30,5,2,8,NA,5,5,2,10,1,7,NA,4,NA,NA,8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA
144068,"San Diego County, CA, USA","California, USA",United States,"32.969373164, -117.159754026",beach,2020-09-26,I Love A Clean San Diego,1,1,2,5,NA,12,6,NA,NA,5,2,2,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144201,"San Diego County, CA, USA","California, USA",United States,"33.031483535, -117.154683597",beach,2020-09-26,I Love A Clean San Diego,1,0,1,5,NA,1,13,NA,NA,2,NA,NA,1,NA,2,1,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144120,"San Diego County, CA, USA","California, USA",United States,"32.96912192, -117.161862576",beach,2020-09-26,I Love A Clean San Diego,1,0,1,4.98,NA,4,5,NA,NA,2,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144138,"San Diego County, CA, USA","California, USA",United States,"32.790635051, -117.242688342",beach,2020-09-26,I Love A Clean San Diego,1,0,1,4.5,NA,12,20,2,NA,5,2,1,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
143811,"San Diego County, CA, USA","California, USA",United States,"32.721278648, -117.255583797",beach,2020-09-26,I Love A Clean San Diego,2,0,2,4,NA,12,33,15,17,70,114,NA,25,6,13,7,5,11,4,NA,NA,3,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,2,NA,2,37,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
143894,"San Diego County, CA, USA","California, USA",United States,"33.009269017, -117.207440327",beach,2020-09-26,I Love A Clean San Diego,1,3,4,4,NA,71,79,3,NA,17,11,6,6,3,9,9,5,2,NA,2,NA,3,NA,NA,1,NA,1,NA,1,2,NA,5,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,7,NA,NA,NA,NA
144105,"San Diego County, CA, USA","California, USA",United States,"33.128414614, -117.333501575",beach,2020-09-26,I Love A Clean San Diego,3,3,6,4,NA,10,5,1,11,4,NA,3,2,4,2,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144241,"San Diego County, CA, USA","California, USA",United States,"32.820707805, -117.077179122",beach,2020-09-26,I Love A Clean San Diego,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143847,"San Diego County, CA, USA","California, USA",United States,"33.125019659, -117.220179335",beach,2020-09-26,I Love A Clean San Diego,2,0,2,3.5,NA,50,20,1,1,2,10,2,1,NA,2,NA,2,NA,10,3,2,2,NA,NA,NA,NA,NA,NA,30,2,3,2,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143992,"San Diego County, CA, USA","California, USA",United States,"33.090383956, -117.231056037",beach,2020-09-26,I Love A Clean San Diego,2,0,2,3.5,NA,10,12,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
144049,"San Diego County, CA, USA","California, USA",United States,"32.734693818, -117.128510594",beach,2020-09-26,I Love A Clean San Diego,1,2,3,3.5,NA,80,25,NA,NA,4,2,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143843,"San Diego County, CA, USA","California, USA",United States,"32.807209762, -117.233232088",beach,2020-09-26,I Love A Clean San Diego,2,0,2,3,NA,NA,40,NA,NA,13,100,2,8,9,12,1,2,2,4,NA,NA,3,NA,NA,NA,NA,NA,NA,9,NA,1,4,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
144001,"San Diego County, CA, USA","California, USA",United States,"32.945527152, -117.265111032",beach,2020-09-26,I Love A Clean San Diego,2,0,2,3,NA,NA,13,4,2,NA,NA,2,4,3,9,3,7,7,4,2,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
144046,"San Diego County, CA, USA","California, USA",United States,"32.856924462, -117.214643769",beach,2020-09-26,I Love A Clean San Diego,2,1,3,3,NA,138,13,NA,NA,NA,6,4,2,3,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144052,"San Diego County, CA, USA","California, USA",United States,"33.194498726, -117.380821084",beach,2020-09-26,I Love A Clean San Diego,1,0,1,3,NA,275,4,NA,NA,7,5,3,2,1,6,5,1,1,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA
144219,"San Diego County, CA, USA","California, USA",United States,"33.204082869, -117.329501934",beach,2020-09-26,I Love A Clean San Diego,1,0,1,3,NA,10,3,1,NA,2,1,2,1,2,5,NA,2,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144225,"San Diego County, CA, USA","California, USA",United States,"32.823163725, -117.27525486",beach,2020-09-26,I Love A Clean San Diego,2,0,2,3,NA,30,5,NA,NA,10,NA,NA,NA,1,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144268,"San Diego County, CA, USA","California, USA",United States,"32.733453735, -117.108437515",beach,2020-09-26,I Love A Clean San Diego,2,1,3,3,NA,30,30,4,NA,6,NA,3,4,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144286,"San Diego County, CA, USA","California, USA",United States,"33.187357981, -117.378718411",beach,2020-09-26,I Love A Clean San Diego,1,0,1,3,NA,50,3,4,NA,5,NA,4,NA,1,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
144287,"San Diego County, CA, USA","California, USA",United States,"32.730316497, -117.097993375",beach,2020-09-26,I Love A Clean San Diego,1,1,2,3,NA,10,6,NA,NA,NA,NA,NA,NA,1,3,8,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
144290,"San Diego County, CA, USA","California, USA",United States,"32.856744048, -117.2106777",beach,2020-09-26,I Love A Clean San Diego,2,1,3,3,NA,138,7,NA,NA,2,5,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143913,"San Diego County, CA, USA","California, USA",United States,"32.737079538, -117.229873962",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2.5,NA,10,1,1,NA,NA,NA,NA,NA,NA,10,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143981,"San Diego County, CA, USA","California, USA",United States,"33.051869918, -117.26991752",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2.5,NA,4,5,NA,NA,NA,1,NA,1,NA,4,2,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144043,"San Diego County, CA, USA","California, USA",United States,"32.714909798, -116.990590974",beach,2020-09-26,I Love A Clean San Diego,1,1,2,2.5,NA,4,16,2,1,3,2,1,2,1,1,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA
144168,"San Diego County, CA, USA","California, USA",United States,"32.955407146, -117.267603361",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2.5,NA,2,22,9,3,7,NA,9,4,6,3,NA,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,NA,NA
144239,"San Diego County, CA, USA","California, USA",United States,"32.938005488, -117.095545101",beach,2020-09-26,I Love A Clean San Diego,1,1,2,2.5,NA,3,5,2,NA,2,2,2,4,NA,2,NA,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144285,"San Diego County, CA, USA","California, USA",United States,"33.042567062, -117.296347595",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2.5,NA,10,5,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143906,"San Diego County, CA, USA","California, USA",United States,"32.619440698, -116.998567068",beach,2020-09-26,I Love A Clean San Diego,1,1,2,2.25,NA,57,15,1,NA,3,NA,NA,1,NA,7,9,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,16,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,5,NA,NA,NA,NA
144131,"San Diego County, CA, USA","California, USA",United States,"32.917670156, -117.139877897",beach,2020-09-26,I Love A Clean San Diego,2,2,4,2.25,NA,25,20,10,5,10,NA,2,2,5,4,NA,2,2,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143950,"San Diego County, CA, USA","California, USA",United States,"32.718197391, -117.245636299",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2,NA,16,8,2,NA,3,1,2,3,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144019,"San Diego County, CA, USA","California, USA",United States,"33.185980909, -117.377075708",beach,2020-09-26,I Love A Clean San Diego,2,0,2,2,NA,15,4,NA,NA,3,1,3,8,2,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
144137,"San Diego County, CA, USA","California, USA",United States,"32.733027278, -117.238977401",beach,2020-09-26,I Love A Clean San Diego,1,1,2,2,NA,25,3,2,NA,5,NA,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144151,"San Diego County, CA, USA","California, USA",United States,"32.985111293, -116.581968188",beach,2020-09-26,I Love A Clean San Diego,3,0,3,2,NA,NA,6,NA,NA,1,2,1,1,NA,2,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144163,"San Diego County, CA, USA","California, USA",United States,"32.908745796, -117.166770696",beach,2020-09-26,I Love A Clean San Diego,1,0,1,2,NA,66,6,NA,NA,1,NA,6,2,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA
143883,"San Diego County, CA, USA","California, USA",United States,"32.753724653, -117.227442352",beach,2020-09-26,I Love A Clean San Diego,2,0,2,1.5,NA,97,20,NA,NA,7,NA,2,10,NA,4,2,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
144283,"San Diego County, CA, USA","California, USA",United States,"32.634012651, -117.059344075",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1.5,NA,50,15,10,5,35,5,10,10,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
143946,"San Diego County, CA, USA","California, USA",United States,"33.033038332, -117.291299619",beach,2020-09-26,I Love A Clean San Diego,3,8,11,1.25,NA,10,15,NA,NA,3,NA,1,4,NA,5,1,NA,9,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,1,10,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA
143937,"San Diego County, CA, USA","California, USA",United States,"32.767699521, -117.154951818",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1.1,NA,100,20,1,NA,2,2,5,5,NA,5,NA,1,1,1,NA,NA,5,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144034,"San Diego County, CA, USA","California, USA",United States,"33.11312137, -117.079161179",beach,2020-09-26,I Love A Clean San Diego,1,1,2,1.1,NA,25,NA,1,NA,10,4,1,NA,1,3,4,1,4,17,NA,NA,2,NA,NA,NA,NA,NA,NA,13,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
144319,"San Diego County, CA, USA","California, USA",United States,"32.786180102, -117.239622347",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1.1,NA,81,8,NA,NA,4,2,33,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144118,"San Diego County, CA, USA","California, USA",United States,"32.76482654, -117.036501449",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1,NA,6,5,2,NA,2,1,2,3,2,2,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144136,"San Diego County, CA, USA","California, USA",United States,"33.005077521, -117.01449306",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1,NA,NA,15,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144321,"San Diego County, CA, USA","California, USA",United States,"32.804406402, -117.037817736",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1,NA,15,15,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
144332,"San Diego County, CA, USA","California, USA",United States,"33.050970571, -117.272749916",beach,2020-09-26,I Love A Clean San Diego,1,0,1,1,NA,2,15,NA,NA,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144142,"San Diego County, CA, USA","California, USA",United States,"33.136084574, -117.048602964",beach,2020-09-26,I Love A Clean San Diego,1,0,1,0.6,NA,2,8,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144135,"San Diego County, CA, USA","California, USA",United States,"32.859147191, -117.256918531",beach,2020-09-26,I Love A Clean San Diego,1,1,2,0.5,NA,4,5,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
144326,"San Diego County, CA, USA","California, USA",United States,"32.961166903, -117.263963323",beach,2020-09-26,I Love A Clean San Diego,2,0,2,0.5,NA,1,3,NA,NA,5,NA,NA,NA,4,3,2,8,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135712,"San Diego County, CA, USA","California, USA",United States,"32.93994, -117.25891",beach,2020-09-26,I Love a Clean San Diego,1,0,1,10,NA,50,NA,3,1,6,6,2,2,3,6,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA
144106,"San Diego County, CA, USA","California, USA",United States,"32.925788676, -117.130924758",beach,2020-09-26,I Love A Clean San Diego (CCS) Californians doing Community Service,1,2,3,2.8,NA,8,7,NA,NA,3,NA,3,2,NA,3,1,1,1,3,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144144,"San Diego County, CA, USA","California, USA",United States,"32.877404031, -117.186482715",beach,2020-09-26,I Love A Clean San Diego 36th annual coastal clean-up day,2,0,2,500,NA,30,20,10,20,30,NA,10,NA,NA,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143853,"San Diego County, CA, USA","California, USA",United States,"33.185907667, -117.253715973",beach,2020-09-26,I Love A Clean San Diego 709 Falcon Patrol,2,2,4,2.5,NA,50,30,NA,NA,20,3,4,15,NA,2,3,1,NA,4,1,2,NA,NA,NA,NA,NA,NA,9,4,NA,15,5,NA,NA,6,NA,NA,4,NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA
143998,"San Diego County, CA, USA","California, USA",United States,"32.834594487, -117.106688676",beach,2020-09-26,I Love A Clean San Diego Action Ski & Snowboard Club,2,0,2,3,NA,40,8,5,NA,11,5,8,4,NA,4,12,6,1,NA,NA,NA,7,NA,NA,NA,NA,2,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
144155,"San Diego County, CA, USA","California, USA",United States,"32.857191648, -117.228849409",beach,2020-09-26,I Love A Clean San Diego AECOM,1,0,1,1,NA,15,10,2,NA,2,NA,NA,NA,NA,3,NA,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143835,"San Diego County, CA, USA","California, USA",United States,"32.941818631, -117.135434578",beach,2020-09-26,I Love A Clean San Diego American Heritage Girls Troop CA4112,8,11,19,30,NA,5,20,NA,NA,40,60,20,20,10,30,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
143881,"San Diego County, CA, USA","California, USA",United States,"32.73505225, -117.103497934",beach,2020-09-26,I Love A Clean San Diego Azalea Park,2,0,2,260,NA,50,75,50,10,40,25,20,40,10,20,5,10,5,NA,5,10,2,3,NA,NA,NA,2,NA,2,1,NA,10,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,NA,NA,NA
143845,"San Diego County, CA, USA","California, USA",United States,"32.843510976, -116.997245627",beach,2020-09-26,I Love A Clean San Diego Bakker Family,2,2,4,22,NA,36,39,1,NA,25,3,2,17,3,NA,18,4,3,5,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
144022,"San Diego County, CA, USA","California, USA",United States,"32.995503265, -117.193484842",beach,2020-09-26,I Love A Clean San Diego Bauer Family (Grant and Carson),3,0,3,15,NA,20,45,NA,2,15,10,35,NA,20,40,5,15,10,5,5,15,15,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143892,"San Diego County, CA, USA","California, USA",United States,"33.036042627, -117.163648881",beach,2020-09-26,I Love A Clean San Diego Bell Family,3,1,4,7,NA,9,2,1,NA,2,4,4,1,NA,2,4,7,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
143888,"San Diego County, CA, USA","California, USA",United States,"32.857878492, -117.256210075",beach,2020-09-26,I Love A Clean San Diego Boy Scout Troop 616,1,0,1,2.3,NA,27,21,3,2,13,1,3,8,7,10,1,2,1,4,1,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
144127,"San Diego County, CA, USA","California, USA",United States,"32.951929989, -117.020590602",beach,2020-09-26,I Love A Clean San Diego BoyScout Troop 109,3,1,4,19,NA,55,100,NA,NA,15,5,5,10,NA,7,2,12,1,30,5,6,10,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
